Term,Sentence,Video ID
string," I take a good look at where I think it's prettiest, let's say it has the finest ""string"", I take it and now I hit it there",9GczQH2daOc
strand," With the trails Then my father would go to the mountain, cut this ""strand"", this heather and did",9GczQH2daOc
serene," His cut is made at ground level, on ""serene"" days without fog",f6ZmCqzngic
ceiling," One of the jobs carried out in other times by basket makers for construction, which has now disappeared , is the elaboration of the so-called ""ceiling""",f6ZmCqzngic
peeler," However, for this work, there was a special rig, called ""peeler"", which, fixed to a support on the ground or held in the hand protected with a cloth, contributed to further advance in this work",f6ZmCqzngic
splitter," For this, a rig called ""splitter"" was used, made of boxwood, which could have three or four channels",f6ZmCqzngic
A little more," ""A little more""",wZnFnlNhwhU
Guipuzkoan spade,"” In the Atlantic mountains of Navarra, a different type of spade has been used than in the middle zone and Ribera, which is known as the ""Guipuzkoan spade"", with a short handle and long spikes that are not very far apart, adapted to the type of soil and the largest slopes",wZnFnlNhwhU
la taska,"” The labor use of layas practically disappeared, in 1984 a group of people , including people from the ""la taska"" gang, started a layas race in Puente la Reina, which later spread to the town of Artajona",wZnFnlNhwhU
breaking," The tillage or ""breaking"" of the tree consists of cutting the crown, stripping the bark of the trunk and sawing the branches",PiIrWbdQXGo
tieda," The ""tieda"" is the most suitable part of the pine to light the fire because it accumulates a lot of resin: a small flame is enough to make it burn",PiIrWbdQXGo
cambra," The autonomous administration itself has hired the shooters and draggers in ""cambra""",PiIrWbdQXGo
stack," Here the shooters stack the wood or, as they say, ""stack"" it",PiIrWbdQXGo
to the thread," After removing the shoreline, the sawmills remove the plank ""to the thread"", that is, lengthwise, since it is the most suitable way to manufacture the frames and crossbars of doors and windows",PiIrWbdQXGo
"plac, plac"," When it touches the water it goes ""plac, plac"", then you know what it is and it measures how many meters it is",e_F4ka_RJqI
With water," ""With water""",66dpGO81Bes
matrix," This drawing is engraved on a rigid surface called a ""matrix"" in order to house ink in the incisions, which is then transferred by pressure to another surface such as paper or cloth",66dpGO81Bes
powdery mildew," Pruning in crescent makes the buds more resistant to ""powdery mildew""",T0iB24gJkuA
brushes," The ""brushes"", which are the arms that have grown a lot in the vines, must also be cut to keep the formation of the vine low",T0iB24gJkuA
aligners,"For this work there are specialists called ""aligners"" who They go to those owners who demand their work",T0iB24gJkuA
real frame," In the vineyard planting technique called ""real frame"" the distances between the vines are adapted to improve the mechanization of the crop",T0iB24gJkuA
flourishing," They call this work ""flourishing""",T0iB24gJkuA
costau," The ""costau"" grafts made in the previous summer must be headed to prevent the American bearded from sprouting and all the strength of the sap passes to the grafted bud",T0iB24gJkuA
begin to cry," Spring has already arrived in all its splendor in Campo de Cariñena and the cuts of the thumbs ""begin to cry"", as the winegrowers say",T0iB24gJkuA
drift," At the end of May or the beginning of June, the winegrowers do the ""drift"", which consists of removing the stems or branches and some excess leaves to facilitate flowering",T0iB24gJkuA
topping," Once the grape is formed, the winegrowers, with the help of scissors or by hand, make the ""topping"" or cutting of the longest shoots",T0iB24gJkuA
destemming," The time has come to discover the strains with the hoe and to do the ""destemming"", which consists of removing some shoots to favor the movement of the sap and that the graft grips well",T0iB24gJkuA
Carignan," Carignan or Mazuela in France is much appreciated and is known as ""Carignan"" Among indigenous are also:",T0iB24gJkuA
cabernet sauvignon," And from abroad, the ""cabernet sauvignon"" has arrived, of French origin and used for certain blends",T0iB24gJkuA
Maccabee," As for the white varieties, the most widespread is the ""Maccabee"", of uncertain origin but very well acclimatized",T0iB24gJkuA
Garnacha blanca," In addition, the ""Garnacha blanca"" of Aragonese origin and the Roman muscat, highly appreciated for liqueur wines, are grown",T0iB24gJkuA
Parellada," In small proportions the ""Parellada"" is grown",T0iB24gJkuA
controlled harvest," In the 80s, winegrowers from Cariñene were the first in Aragon to introduce the so-called ""controlled harvest"" to guarantee the highest quality of the grapes",T0iB24gJkuA
better," This operation is called ""better""",T0iB24gJkuA
malolactic," Normally, in red wines there is a second fermentation called ""malolactic"", in which the malic acid is transformed into lactic acid",T0iB24gJkuA
garzador," In addition to the small adze, use the ""garzador"" to finish off the argayo so that the groove is clean and well defined",7wvuLLXsF_w
burned," The land where the truffles are raised is called ""burned"" and has its origin in the voracity of the mycelia, which monopolize the water and nutrients in the soil",mb6L_RxqRgo
trim," Another piece that Maurice is going to need is the mouth reinforcement ring or ""trim""",4_UDoCrSjHc
fringe," To make the edge of the cap or ""fringe"", re-cut a strip of brass and fasten it to the mouth of the shoe",XF6Lm7WGHvw
in smoke," The first phase of the production of Paprika de La Vera consists of drying the fruits ""in smoke"", and is carried out in vertical current dryers with a lower hearth",p_LQhziZZUY
surrounded," To achieve uniformity in the drying of the fruits, a turning is carried out regularly, which is called ""surrounded""",p_LQhziZZUY
return," The product resulting from the ""return"", after checking its thickness, is stored in a large pile to move on to the following milling phases",p_LQhziZZUY
transmission," The next step in grinding, called ""transmission"", occurs in horizontal stone mills , where there is one fixed and one mobile",p_LQhziZZUY
collars," These groups, led by the manijero or foreman, are made up of pairs or ""collars"" that have different functions: The punchers are in charge of extracting the layer of cork that has formed in the cork oak",UkzfkmzuLm0
"Well, this is the first step"," ""Well, this is the first step"" ""Well, now let's teach drawing will perform, which has been hand drawn with pencil on paper old solfa, which half will and Another double whole paper is placed on two wooden boards and fixed "" "" Once they are put on, they are put on with a little glue, fishtail, so that it is held on the wooden board "" "" Once it has been smeared the paper is placed in the same corner, it just has to be flush, without wrinkles "" "" The two pieces of plywood are placed to hold the center piece, which is a sturdy sheet of paper, which is waterproof and hold on what we are going to do is to be able to cut out the sheet of paper that will serve us later as a template, to be able to work on it",or70SFl-IA4
white Spain," We already have the original piece, that would paper to paint on acetate material """" For now it is going to get the three plates, which have been cut before previously, and will give a primer ""white Spain"" with fishtail on the plate, about three o'clock",or70SFl-IA4
white spain," And so the piece remains, let's say photographed on top of the ""white spain""",or70SFl-IA4
making their house," Horacar las albarcas consists of ""making their house"" for them",nSdKOvg4Zn0
painting," Although this work of decoration of the apron consists of a carving of the drawing with the knife, these traditional craftsmen have always called it ""painting""",nSdKOvg4Zn0
In filling in what is," ""In filling in what is"" enjornar "" it would take half a day, between some things and others, to cover it and such, half a day",Vap8PXG6Dzs
 fabasprietas ," And these are the"" fabasprietas "", which are sown among the bread so that some cañazos come out",t4tBrB2cZ30
fabasprietas," During the winter months, the abundant rains in these lands have favored the development of the spelled and the ""fabasprietas"" that were sown with it",t4tBrB2cZ30
That he did not," ""That he did not"" paint ""the year and it rained and he did not"" paint """,t4tBrB2cZ30
erga," The stirrer is a pal or that, when moved by the stone, its roughness makes it jump and move the gutter that leads the ""erga"" to the eye of the teeth",t4tBrB2cZ30
poxa," The spelled grains, already separated and mixed with the ""poxa"" or casing, pass to sieves in which the air forcefully throws the husks and dust outwards, while the clean grains fall down an inclined plane until a container where they are collected",t4tBrB2cZ30
penetrating," Maruja is going to make some spelled loaves and for this she must separate the bran in this task she calls ""penetrating""",t4tBrB2cZ30
childe,""" ""Well now I'm going to make the ferment"" for this, tomorrow to ""childe"" (ferment) and tomorrow to be able to knead",t4tBrB2cZ30
chielda," While ""chielda"" the dough by the action of the formientu, Carmina turns on the wood oven to give it the temperature that the bread will need to cook",t4tBrB2cZ30
the horns,""" With the leftover dough, Carmina makes some traditional pieces, among which ""the horns"" stand out, due to their physical resemblance to these defenses of the region's cattle",t4tBrB2cZ30
horn," On the day of the Virgen del Rosario, the main festival of the town of Zurea, the women prepare the ""horn"", a wooden support adorned with threads, some apples symbolizing the fruits of the time in this land and flowers",t4tBrB2cZ30
puya del ramu," With the money collected in the ""puya del ramu"", plus the economic contributions of the neighbors who have not been able to collaborate with spelled flour because they no longer cultivate this cereal, the young organizers of the party will pay for all the religious acts and the pipers",t4tBrB2cZ30
picu," In other times, the ""picu"" or largest thread was distributed among all those who had bid",t4tBrB2cZ30
puya," Today, it is auctioned at the end of the ""puya"" as the highlight of the party",t4tBrB2cZ30
vermelle," Although, at present, the Menorcan dairy herd is mainly composed of the Friesian breed, there are still around 200 native ""vermelle"" cows on the island, whose milk yield is notably lower",wHQNxEkqYSM
fogassas," In the Binixabó estate, near Alaior, the small cloths or ""fogassas"", hung to dry, reveal an intense cheese-making activity",wHQNxEkqYSM
fogasser," Due to its weight, the curd falls to the bottom of the container, and on it, Florián places the ""fogasser"", which is a cotton or linen cloth, and a strainer",wHQNxEkqYSM
fogasses," Similarly, in the cheese factory , Antonia fills the cloths or ""fogasses"" with the curd to shape the cheeses",wHQNxEkqYSM
canyisso," Once salted and clean, the cheese goes to the airing phase, for which it is placed in the ""canyisso"", which is a shelf made of wooden slats that allow air to circulate between them so that it can act on the entire piece",wHQNxEkqYSM
pudio," In the Municipal Archive of Hontoria the documents that can tell us about the history of this activity are preserved , which began with the adjudication and contracting of the exploitation of the two resinable varieties of pine that occur in this territory: the black or pinaster and the laricio, popularly called ""pudio""",NALRqcbolNQ
bush," In the first place, the representative of the administration pointed out the trees that delimited the ""bush"" that each resin producer had been assigned to work",NALRqcbolNQ
death-resing," The exploitation that the French carried out to supply the first factory that was installed in Hontoria in 1848 was a ""death-resing"" whereby the pine stopped producing secretion after a few years and then died",NALRqcbolNQ
a life," These resin producers already learned from their ancestors the technique called ""a life"" by which the pine can live for fifty years or more, supporting the extraction of its resin or miera",NALRqcbolNQ
preparatory," Then, the grain goes to the deposit called ""preparatory"", where it is subjected to a temperature of 100 to 110 degrees",NALRqcbolNQ
Florentine," The resulting liquid is a mixture of water and turpentine that is poured into a container called ""Florentine""",NALRqcbolNQ
Greek fish," Without letting it cool, the rosin or ""Greek fish"" is transferred with the wagon to fill the bags",NALRqcbolNQ
talas," In order to avoid the punctures of the spikes, for some years the women substituted the ""talas"" of chestnut wood for gloves of resistant fabric",i4TKhzjwKRI
felling,""" For each ""felling"" a wooden strip is used, folding it with the curved part outwards, which will be the one in contact with the hand, and the smooth inwards to catch the orizos",i4TKhzjwKRI
moleclas," In other words, the good ones are those that have meat, that are full and these that are skin and are called ""moleclas""",i4TKhzjwKRI
mamuca," So I call this a ""mamuca"", because I can't remove the skin and then I suck it and say mamuca",i4TKhzjwKRI
bandoxo," In the past, to remove the skins, a wooden rig called ""bandoxo"" was used that was hung from the neck",i4TKhzjwKRI
Linares," Currently only some place names such as ""Linares"", related to this product, the garments that are still preserved in the old chests of the houses and the memory of few people, can tell us about the cultivation and transformation into fiber of this herbaceous plant",tE461o1Ct5M
raking," Therefore, the next task consists of ""raking"" the entire plot so that the seed is covered by the earth",tE461o1Ct5M
sword," With accurate blows of the ""sword"", Pilar removes all the straw that has been caught in the fiber during the previous tasks",tE461o1Ct5M
cups," the fiber best collected into small bunches called ""cups""",tE461o1Ct5M
spindle," With his right hand he rotates the ""spindle"" twisting with his movement the thread that holds it",tE461o1Ct5M
cantonadas," In the intermediate courses the stones that will remain outside, called ""cantonadas"", are of a medium size",g8cXVoaLW9Q
goat's horn," To do his job well, Antonio only needs the pick or ""goat's horn"" and a lot of skill to fit some stones with others",g8cXVoaLW9Q
Álvaro de Bazán," In the Palacio del Marqués de Santa Cruz, which was declared a National Monument in 1931, the General Archive of the Navy ""Álvaro de Bazán"" is located",Deotbv8aqKM
La Lagar," There, the members of the ""La Lagar"" Cultural Association, in collaboration with the town hall, organize the traditional Oil Festival every year",2jlJsoLGCXI
mills," Resisting the onslaught of progress and new technologies, today , like a living museum, the last ""mills"" that supplied this sweet product to the demand of a wide market are still active ",BzM5ttj3Ebs
chapo," The main tool is the ""chapo"", a kind of heavy steel machete",BzM5ttj3Ebs
quadruple," To leave only wealth, the water must be evaporated in boilers called ""quadruple"", for working four at a time",BzM5ttj3Ebs
El Ingenio," In the town of Frigiliana stands an old building, known as ""El Ingenio"", which was the home of the Manrique de Lara towards the end of the 16th century",BzM5ttj3Ebs
syrup scales," The hydrometer, popularly called ""syrup scales"", is used for its verification ",BzM5ttj3Ebs
pailas," When the syrup reaches the appropriate density, it is led to a tank from which it rises to the upper boilers called ""pailas""",BzM5ttj3Ebs
Beaumé," With this cooking process two objectives are achieved: On the one hand, the liquid is dehydrated and thickens until it reaches 28 degrees ""Beaumé""",BzM5ttj3Ebs
inversion," And on the other, the ""inversion"" occurs , that is, the sucrose molecule is broken into other simpler sugars, which are glucose and fructose",BzM5ttj3Ebs
bain-marie," Formerly, this process was carried out by boiling honey in a ""bain-marie""",BzM5ttj3Ebs
fingers," By means of a system of fans, rollers with ""fingers"" and sieves, the flowers are separated from the rest of the plant matter",R-O6usm3avw
pellet," Once dried and ground, the hops are delivered to brewers in the form of a flower ""pellet"" or extract",R-O6usm3avw
villamarquin," Now I mark them with the point of the knife and then I will make them with that ""villamarquin""",6j8CUHs982E
enfornar," About 14 or 16 hours before manufacturing the pieces, the smelters are responsible for ""enfornar"", which consists of filling the crucible with raw materials",lJorrZG9Lvw
blowing reed," The elaboration of a glass object, by means of the blowing technique, begins when the craftsman introduces the ""blowing reed"" into the crucible",lJorrZG9Lvw
post," Afterwards, the blower introduces the ""post"" into an iron mold, moistened with water",lJorrZG9Lvw
rayero," Later, with the ""rayero"" he makes small grooves and gives it the final shape with the tweezers",lJorrZG9Lvw
scavenging box," The excess glass is collected in the ""scavenging box"", to be reused later in the mixture of raw materials that will melt in the crucible",lJorrZG9Lvw
cane," With a small blow, these masters separate the fruit bowl from the ""cane"" and place it in the annealing oven",lJorrZG9Lvw
capellera," Spring has already arrived and taking advantage of the good weather, Ramón Vila has decided to repair the ""capellera"" of the roof of his hut, one of the few that still remain in the valley built with this raw material",UbHZE-n4QM4
 Come on the garbe ," "" Come on the garbe ""José and Santiago's work is very uncomfortable because it must be performed on a hanging staircase of the structure of the side",UbHZE-n4QM4
presueras,""" The ash ""presueras"" are used to press the straw bundles against the roof",UbHZE-n4QM4
 To tie the," "" To tie the"" presueras ""to the structure of the roof, José needs some very sharp executioners that pass through the straw",UbHZE-n4QM4
ridge," The work day comes to an end and Santiago reviews the tips with the shovel to make the ""ridge"" level",UbHZE-n4QM4
rabbit glue," Formerly, to glue the pieces of wood , the so-called ""rabbit glue"" was used, which was an adhesive made with collagen from animal parts and which was stored forming solid plates",HTqLqLP0V8c
blue," One by one he marks them longitudinally using a rope impregnated in ""blue"" which, when released from its tension, leaves a straight line marked",Bw7hOZ6wWs8
Making the face," ""Making the face"" consists of slightly curving one of the surfaces of the boards so that, when they are all joined, the outside of the tub takes a circular shape",Bw7hOZ6wWs8
gifts," The ""gifts"" are the grooves that the staves must have near their ends to insert and adjust the base and lid in them",Bw7hOZ6wWs8
gift," To achieve the curvature of the cylindrical shape of the tub, the final revision of the ""gift"" must be done with a hammer and chisel",Bw7hOZ6wWs8
Flare," ""Flare"" consists of stretching the iron slightly on one of its sides so that the ring takes the flared shape that facilitates its adjustment to the frustoconical shape that the tub will have ",Bw7hOZ6wWs8
almoas," These staves are called ""almoas"" and are usually the widest",Bw7hOZ6wWs8
almoa," The second ""almoa"" is placed in front of the first",Bw7hOZ6wWs8
ochavos," The intermediate spaces between the almoas will be occupied by four other staves called ""ochavos""",Bw7hOZ6wWs8
 Guided by the ," "" Guided by the ""chantillón"" Jesus adjusts the measure of the gift on the bramil and moves it to the edge of the ring to mark the nipple",Bw7hOZ6wWs8
nozzle," Before it was also played instead of with wood, with irons, it bears the name of ""nozzle""",mpzKux6qkYk
chinibro,"Juniper or ""chinibro"" is a shrub or small seedling widespread in the mountains of our country that produces strong, odorous and woodworm resistant wood",hGIc4YRG-Ho
zocarra,""" Juan tries to select the blackest splinters from the roots and from the ""zocarra"", especially in the heart of the wood, because they contain the most oil and yield much more",hGIc4YRG-Ho
scramble," For the wounds, also in summer when the wounds are made and the flies come, you put a few drops on the wound, and apart from the fact that it is good for the wound, the flies ""scramble""",hGIc4YRG-Ho
Friends of Artajona," They repair the promoted my brother with a group of people who called ""Friends of Artajona"", formed a kind of group and sought how funding money for the restoration and when they had money, they proceeded to do it, they called a certain Erice from Pamplona",QZsx577q5uo
Bearings,""" ""Bearings"" The final location of the bearings should be adjusted to the level of the axes of the two bells",QZsx577q5uo
farastadas," And then, as it is not a continuous air, but it goes to ""farastadas"", as we say here, sometimes it is ahead of us and sometimes it is behind us",QZsx577q5uo
 controller ," Then we have the"" controller "", the accelerator as we want to call it, that this is going to do is increase the revolutions or decrease the engine revolutions diesel for general more or less voltage",qN2QN0H-xA4
breaking down," The objective of the work of ""breaking down"" the garlic is to remove the force from the growth of the plant so that the head becomes fatter",4L76EC8CL10
guillotine," A kind of sprat called a ""guillotine"" is used to pluck the garlic",4L76EC8CL10
deburred," At the foot of the field the women ""deburred"" the garlic",4L76EC8CL10
bundle," Francisco is going to ""bundle"" them, which consists of tying the pitchforks six by six, to take them to the market next Sunday with the illusion of selling them at a good price",4L76EC8CL10
axola," Due to its curved shape, the adze or ""axola"" is the most appropriate tool for making collars that will support the animal's neck",Gafm9YX2XC4
treitera," With a smaller auger, Manuel makes the holes in the center of the yoke that will be used to place the piece where he hooks the rudder of the plow, called ""treitera""",Gafm9YX2XC4
sieque," To raise the water with the squash from the ""sieque"" or ditch to the shower, it takes more skill than strength and the secret is to leverage the arm on the thigh",V8rdi3PjWq8
shovel," Using a template, the craftsman cuts the pieces of leather that will be used to make the ""shovel"" of the sandals",9cf-HxhaGto
chanaje," To make the insole that is glued to the sole, Carmelo uses a lower quality leather called ""chanaje""",9cf-HxhaGto
Entachar," ""Entachar"" is called the work of assembling all the pieces of the covers",9cf-HxhaGto
stretcher," To do this, Carmelo protects his hands with the thimbles and the handguard, and with the ""stretcher"", which is a piece of strap, he fixes the last on his legs",9cf-HxhaGto
dehulling,""" The ""dehulling"" consisted of loosening the shell of the cocoa beans by rubbing between them in a sack",mnDuCVm4KQY
husking," As these processes were slow and the quantities to be worked greater than on this occasion, one day the cocoa was roasted, another the ""husking"" and winnowing and the third the grinding",mnDuCVm4KQY
mixing," In the ""mixing"" process, the ingredients and spices were previously refined in the mortar and their weights controlled",mnDuCVm4KQY
pasting," In this manual process, each grinding or ""pasting"" allowed to make at most one or two tablets",mnDuCVm4KQY
Bain Marie," Normally, the chocolate paste made on the stone was kept in a double-bottomed chocolate pot in the ""Bain Marie"" that served to keep it dissolved and hot, between 30 and 33 degrees",mnDuCVm4KQY
 piau ," "" ""From this same tooth, we go to one of four teeth for harder woods, which is the"" piau ""brand, which is French",0n9iIwihqaI
zerratoki," These beams, which were once used to obtain boards for various uses, are currently used for sports called ""zerratoki""",0n9iIwihqaI
pikemen," This is not an easy task, so there are very few bricklayers or ""pikemen"" capable of carrying out this work of restoring the tile roofs that remain standing, and that are affected by the passage of time and by the rains",gdB9CaNj_mQ
pikeman," Although the slab extraction process can be carried out at any time of the year, the ""pikeman"" must take into account that there is enough moisture in the ground so that the slabs can be separated more easily",gdB9CaNj_mQ
shoe racks," The ""shoe racks"" are logs placed along the walls that serve to guard the spurs of the roof",gdB9CaNj_mQ
bridges," The nails of the tips, inserted in the ""bridges"", will support the entire weight of the cover",gdB9CaNj_mQ
Lera," ""Lera"" is the name given to each of the slabs that make up the overhang of the roof of the house",gdB9CaNj_mQ
back," The settlement of the slabs requires a binder to fix them to the ""back""",gdB9CaNj_mQ
tascas," On some occasions the ""tascas"" are used, which are blocks of shallow earth uprooted with grass; but the most practical is the clay placed at the time of laying the slabs since its softness allows a perfect seating of these",gdB9CaNj_mQ
cernilleros," Upon reaching the point where the two slopes of the roof of the house meet, Saturnino Otín places the ""cernilleros"", which are slabs that sit almost flat on the vertex, with a slight inclination towards one of the slopes, which allows throw the water for it",gdB9CaNj_mQ
cernillero," The space that remains between the ""cernillero"" and the roof is filled with small slabs to prevent the wind from lifting the roof",gdB9CaNj_mQ
"Well, let's measure it",""" ""Well, let's measure it""",c2vwDCvcOFA
medio," To do this, he uses a wooden box called ""medio"", which is equivalent to two and a half kilos of flour",c2vwDCvcOFA
 medium ," For each"" medium "", she adds a handful of sea salt and then adds the yeast and spices to her liking",c2vwDCvcOFA
half moon," Some, due to their shape, are called ""half moon""",c2vwDCvcOFA
bishop's cap," And there are also others with the ""bishop's cap"" look",c2vwDCvcOFA
tapines," The ""tapines"" were pieces of land with grass, taken in the meadow, which were used to cover the entire work during cooking",85yhTZznInU
 With the ," "" With the ""forquita"" which is a wooden stick chestnut, Marcelino introduced into the furnace small bundles of gorse, thus avoiding overheating that could spoil all the work",85yhTZznInU
lo ferrero," José Pérez, ""lo ferrero"" from Hecho, is going to forge a manual scissors to shear cattle in his smithy ",KIWpGaA2Igc
oxones," Before they used ""oxones"" a thing that did like this, but that for this kind of grape costs a lot to cut the nipple",9ukU-bGzMM4
chaficar," At first they stepped on with their feet ""chaficar"" that we used to say in Valencian",9ukU-bGzMM4
esparteñas," Stepping with the ""esparteñas"", which were esparto shoes, then they gathered a lot for it to slip away ",9ukU-bGzMM4
sonta," I am removing the feces, the ""sonta"" to leave the barrel clean",9ukU-bGzMM4
cujes," In the drying room, the tobacco leaves hang from sticks called ""cujes""",HDFUSoPiKg4
cuje," You are in a ""cuje"" and they put four or five on it",HDFUSoPiKg4
crineja," With the chopped and moistened esparto fibers, Diego begins to prepare the rope or ""crineja"" for the sole",bg08ABTfBdM
Entarjar," ""Entarjar"" esparteñas, consists of making the soles",bg08ABTfBdM
farata," that's it, that no longer ""farata"" Now take this almaraz, this is called almaraz in my land",bg08ABTfBdM
Averly SA," Since 1918, the company was renamed ""Averly SA"" after becoming a public limited company and changing its address when it passed into the hands of the Bea family, who have kept it and kept it in operation to this day",zDgm6zfKphM
plate molding," Although there are several molding systems to know slightly the whole process of casting iron, we will take as an example the manufacture of a crown and a wing nut by the so-called ""plate molding"" system",zDgm6zfKphM
breaths," To leave an outlet for the gases that are produced inside the mold during casting, holes called ""breaths"" are made",zDgm6zfKphM
swallows the air well," One of the main characteristics of the male land is that it ""swallows the air well"", that is, that it releases gases",zDgm6zfKphM
buro," The most appropriate land for the manufacture of adobes is the one that, popularly, is known by the name of ""buro""",Mi_XZadxBp0
era of adobas," In a large esplanade, which sometimes took its own name, as was the case with the ""era of adobas"" in Agüero, the earth collected in the surroundings has been deposited",Mi_XZadxBp0
masadera," The ""masadera"" is a channel about two meters long, opened by jada on the ground, with a depth of 20 centimeters",Mi_XZadxBp0
dough," Its width is half a meter, in such a way that it allows kneading, with the legs open on both sides of the ""dough""",Mi_XZadxBp0
swallow cement," For this reason, this type of dough is popularly called ""swallow cement"", because they were the ones who invented it",Mi_XZadxBp0
jalma," Normally, this transport was done in caballerias, with a rig called ""jalma"", which allowed a balanced placement of the pieces to their destination",Mi_XZadxBp0
pulls the line," To maintain a horizontality of the adobes, the architect of the building ""pulls the line"" with a rope, serving as a guide for the placement of each of the pieces",Mi_XZadxBp0
detente nublo," The ""detente nublo"", as its name indicates, was a touch used to drive away the coming storms, trying to prevent the disasters that their consequences produced in the crops",5pH5hXJfnBM
tarna," Each of the two halves into which the wood is divided is called ""tarna""",GTq0RfDM1-c
scarves," In this operation, some holes were left uncovered in the base called ""scarves"", and another in the crown, so that an air circuit would remain inside, which would favor the cooking of the logs that had not yet been burned",uR9fHKO-vlY
rasclo," With the ""rasclo"" or rake the picón was separated from the fine earth, being prepared for bagging",uR9fHKO-vlY
Roman," The weighing of the bagged picón was done with an instrument called ""Roman"", made up of a lever that had the weight scale drawn, balanced with a counterweight that moved along its path",uR9fHKO-vlY
De los trabajo del Campo,"Although the antiquity of olive cultivation in our peninsula is unknown, in the 4th century BC, Lucio Junio ​​Moderato Columela already indicates in his work ""De los trabajo del Campo"", different techniques and tips for a better use of olive groves ",tMPvPswWVVM
escurruchau," The harvesting of the olives or ""escurruchau"" as they say in Bolea, is done in less than a month, but the low winter temperatures, the continuous brushing of the hands with the branches and the physical effort itself make this work hard work",tMPvPswWVVM
squeezing,"When Antonio and Julia finish ""squeezing"" an olive tree, they pick up the aprons and spread them under the surface of all the branches of the following",tMPvPswWVVM
ramps," Later, in the aventadera, Antonio separates the fruit from the ""ramps"" or leaves, to take the clean olives to the oil mill",tMPvPswWVVM
escarafollar," By the end of June, between San Juan and San Pedro, the saffron workers carry out the work of ""escarafollar""",jTf93VI4O9s
companions," By the time a saffron race is five or six years into production, each of the bulbs has become an unproductive ear of onions or ""companions"" as they say among saffron growers",jTf93VI4O9s
saccharizo," The land of the race that has been raised, called ""saccharizo"", will not be planted with saffron again for 8 or 10 years, as it needs to recover over time",jTf93VI4O9s
espartín," This task consists of removing the bottom and the first two layers or ""espartín"" from each of the onions, leaving them clean with the thin layer, for planting",jTf93VI4O9s
zafraneros," With their body leaning on the baskets called ""zafraneros"", they daily collect the ephemeral flowers that were born the night before",jTf93VI4O9s
budded," At that time the flower is closed or ""budded"", and its collection is less heavy",jTf93VI4O9s
pecking the flowers," The rapidity of the hands ""pecking the flowers"" is accompanied by the sound of rubbing as the tips of the fingers slide with the bristles",jTf93VI4O9s
loving," Other times, on the contrary, the flower comes out very ""loving"", and when you pick the rose you pick up the sow",jTf93VI4O9s
mandilejo," With the ""mandilejo"" or sturdy cloth on the legs, the plate to one side, the skillful fingers and the keen eyesight, the long day of esbrine begins which will end at midnight",jTf93VI4O9s
estajeros," For the ""estajeros"", the esbrine day normally begins at nine in the morning, and ends at twelve at night",jTf93VI4O9s
Melguizas," ""Melguizas"" are those roses that have six strands of brin instead of three",jTf93VI4O9s
melguiza," Sometimes, during the scrubbing, some ""melguiza"" may appear, and then, the one who has caught it gives a pinch to the partner who goes from one to the other",jTf93VI4O9s
ranchers," The owner of the house writes down in a notebook the ounces drained daily, for each one of the ""ranchers"" who have helped in the esbrine",jTf93VI4O9s
open," Two representatives for each locality, must scrutinize 150 ""open"" roses, provided in bags by the organization, complying with a regulation that determines the winner of this type of work",jTf93VI4O9s
crocus sativus," In the Monographic Museum of Saffron, located in Monreal del Campo, the entire process of this crop that tends to disappear is collected , so that the visitor can enter the secret world of saffron and come to understand the complex social, economic and cultural universe that surrounds the ""crocus sativus""",jTf93VI4O9s
Here it ends," ""Here it ends"" ",IeNkFYpxn5g
rindiente," Another three or four days they need the skins to soften going around in the drum with a bath of ""rindiente""",ohLnvV8T5Pk
pickling," In the deliming, rendering and ""pickling"" processes, not only absorbed chemical agents and remaining impurities are eliminated , but the skin also swells",ohLnvV8T5Pk
stretch,""" To do this, he passes the ""stretch"", which is an iron blade, over the grain of the skin, still wet, which is the face that had the hair",ohLnvV8T5Pk
Escalada a la Porra de Enol," The mountain cross called ""Escalada a la Porra de Enol"" has become a classic, consisting of a race against the clock through meadow and mountain",RTFXabGx6Ro
bareback," The horse race ""bareback"", that is, without any type of saddle, tries to evoke the relationship of the shepherds with this essential pack animal",RTFXabGx6Ro
kapparis," Capers were well known to the Greeks, under the name ""kapparis""",7Neket5mpe8
Treaty of Agriculture," Although it is not cultivated today , the Roman Palladium in his ""Treaty of Agriculture"" already indicates the treatments to follow for its optimal performance",7Neket5mpe8
take out the mold," In the ""take out the mold"" machine, Francisco outlines the shape of the rods, grouped in small packages containing all those that each fan needs",R-1QHA7593c
country,""" The length of the guides and their proportion with the rods depends on the size of the fabric or ""country"" to be placed according to the fan model",R-1QHA7593c
 The ," "" The ""maqueado"" consists of filling with color some parts of the relief that has been made on the rods",R-1QHA7593c
"Well, are we putting in bags?"," ""Well, are we putting in bags?"" “Now, in order for the block of ice to arrive intact at the destination, Estella, or for it to suffer the least thaw, what we do is put a sheet that will act as an insulator on its journey to the destination",48FLTQz3mF4
escorcha," Each piece obtained from the leather straps is called ""escorcha""",6EX-u_nunjo
will not pass -," ""Antonio, even if they were a bigger paco, the"" curions ""will not pass -"" because I make them a little wider ""-",6EX-u_nunjo
cabuerno," The measurement of the number of each pair of sandals is marked with a brand of firewood or ""cabuerno"" This old and traditional type of footwear was the most common use for days of work in the Pyrenean towns until a few decades ago, both in winter as well as summer",6EX-u_nunjo
