"issue","title","creator","state","comments","created","body"
1068,"Usage of terms from EnvO 'material entity' & 'food material' for MIxS env_medium","jagadishcs","open",3,"2021-03-08T22:37:27Z","@cmungall, @wdduncan, @pbuttigieg, @kaiiam, @TBKReddy

I have come across some biosamples, like **ice cream** and **currency notes** from which the microbial communities were studied. 
EnvO terms 'ice cream food product' - FOODON_00001045 for ice cream and 'currency note' - ENVO_00003896 for currency notes were found to be appropriate EnvO terms, but they come under the hierarchy of [food material](http://www.ontobee.org/ontology/ENVO?iri=http://purl.obolibrary.org/obo/FOODON_00002403) and [material entity](http://www.ontobee.org/ontology/ENVO?iri=http://purl.obolibrary.org/obo/BFO_0000040) respectively.  I could not find any other suitable terms from the list of **env_medium** terms available at [environmental material](http://www.ontobee.org/ontology/ENVO?iri=http://purl.obolibrary.org/obo/ENVO_00010483), as suggested in the EnvO [General notes and guidance](https://github.com/EnvironmentOntology/envo/wiki/ENVO-annotations-for-MIxS-v5).

Similar to the above examples, I have used a several such terms from **material entity** and **food material** since there were no equivalent terms under **environmental material**. 

So, when no appropriate term is found in the hierarchy, **environmental material**, but present in **material entity**/**food material hierarchies**, would it be appropriate to allow such terms to be used for MIxS env_medium field.

"
1067,"Request for new terms to be included in the EnvO that are already existing in PO & BTO","jagadishcs","open",7,"2021-03-05T21:39:37Z","@cmungall, @wdduncan, @pbuttigieg, @kaiiam, @TBKReddy
I used the following terms from PO & BTO ontologies to annotate EnvO/MIxS 'env_medium' field for a set of ~1250 plant associated biosamples. These terms are currently not part of the ENVO. I would like to request you for including these terms in the ENVO.

fine root - BTO_0005194
flower - PO_0009046
fruit - PO_0009001
panicle - BTO_0005436
pollen - PO_0025281
radicle - PO_0020031
rhizoid - PO_0030078
rhizome - PO_0004542
root tip - PO_0000025
seed - PO_0009010
seedling - BTO_0001228
spikelet - PO_0009051
stalk - PO_0025066
stem - PO_0009047"
1066,"documentation/standards for defining axioms","wdduncan","open",9,"2021-03-03T20:54:53Z","I've seen a number of issues that mention guidance for writing axioms. E.g. (to name a few):
- #253 
- #718 
- #1006 
- #1039 

Think we might want some documentation provide guidance. Themes I see in the tickets:
- Don't use complex subclass axioms (e.g., X and (part of some Y) and (located in some Z). Instead list the list each subclass axiom individually.
- Stick to with axioms that ELK can use for inference. I think ELK cannot use the following (but my list may be incomplete):
    - distinct individuals
    - same individuals
    - min/max cardinality
    - disjoint classes 
    - data property assertions
 - We may also need guidance on modeling complements (e.g., not part of some X)


"
1063,"manufactured product parent terms","kaiiam","open",10,"2021-02-11T14:32:36Z","Following on from the discussion in https://github.com/EnvironmentOntology/envo/pull/1060 @matentzn will need some suggestions for parent classes for the following terms. 

dye
India ink
fountain pen ink
varnish
vitreous enamel
turpentine
naphtha
automatic transmission fluid
hydraulic fluid
motor oil"
1062,"Remove unreviewed terms","kaiiam","open",7,"2021-02-11T14:14:22Z","Xref https://github.com/EnvironmentOntology/envo/pull/1060 as @pbuttigieg pointed out there are some terms which were not reviewed in @laurenechan's ID range in conversation with @nicolevasilevsky we've decided to remove them (in a text editor) in this PR so that we can start @laurenechan request again. "
1061,"Envo Term request for Lime Buffer Capacity and Equilibrium Lime Buffer Capacity","StantonMartin","open",0,"2021-02-04T18:00:17Z","Requesting ENVO term for Lime Buffering Capacity, Equilibrium Lime Buffer Capacity. This is an important measurement related to soils.  University of Georgia Extensions Circular 874. 
 https://extension.uga.edu/publications/detail.html?number=C874&title=Determining%20Lime%20Requirement%20Using%20the%20Equilibrium%20Lime%20Buffer%20Capacity"
1059,"Land as subclass or part of","Garybc","open",4,"2021-01-21T17:55:42Z","Should ""land"" have a part-of relation to ""solid surface layer"" rather than being a subclass?"
1058,"Geological vs geographic features","Garybc","open",1,"2021-01-21T17:51:50Z"," Geological feature, a part of the solid Earth, seems to be where features like mountains are classified.  There still is perhaps a related concept called ""geographic feature"" in EnvO defined as ""A part of an astronomical body which is primarily composed of a continuous volume of solid material, shaped by one or more environmental processes."" Mountain would satisfy this definition but is not classed here.   ""Park"" is an example of a subclass though.  Perhaps there are more distinctions to make to place ""park"" here and not ""mountains.""  ""Geographic feature"" is also described as being ""depopulated"".   Does this mean that it will eventually become empty or that the class still makes sense and will just have fewer subclasses? "
1056,"Should ""plateau"" be a subclass of ""Land""?","Garybc","open",2,"2021-01-17T17:03:12Z","In Envo plateau is subclass of  ""flattened elevation"", part of "" upland soil"", it is an "" astro body part"".   But is not a subclass of ""Land"" but is defined so.
“An elevated and comparatively level expanse of ""land”.
https://bioportal.bioontology.org/ontologies/ENVO/?p=classes&conceptid=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FENVO_00000182&jump_to_nav=true#visualization"
1055,"greenhouse biome?","only1chunts","open",4,"2021-01-13T10:44:15Z","Hi, Can someone point me to the most appropriate term to use to describe a biome of a managed horticultural greenhouse for the growth of plants in a research setting?
for now I am going use this term from AGRO http://purl.obolibrary.org/obo/AGRO_00000363"
1053,"Align with OEO","cmungall","open",1,"2020-12-28T22:50:26Z","cc @jannahastings

https://github.com/OpenEnergyPlatform/ontology/

There are a few overlaps

Here is a naive unvalidated alignment. There are false positives but this gives a sense of overlap

|subject_id|subject_label|predicate_id|object_id|object_label|
|---|---|---|---|---|
|ENVO:2000036|generates|owl:equivalentClass|OEO:00000188|generator|
|ENVO:2000032|thermal energy|owl:equivalentClass|OEO:00000207|thermal energy|
|ENVO:2000025|nuclear energy|owl:equivalentClass|OEO:00000300|nuclear energy|
|ENVO:2000023|chemical energy|owl:equivalentClass|OEO:00000007|chemical energy|
|ENVO:2000017|kinetic energy|owl:equivalentClass|OEO:00230020|kinetic energy|
|ENVO:2000015|energy|owl:equivalentClass|OEO:00000150|energy|
|ENVO:2000011|anthracite|owl:equivalentClass|OEO:00000204|hard coal|
|ENVO:2000011|anthracite|owl:equivalentClass|OEO:00000058|anthracite|
|ENVO:2000008|lignite|owl:equivalentClass|OEO:00000251|lignite|
|ENVO:02500037|air pollution|owl:equivalentClass|OEO:00010012|air pollutant|
|ENVO:02500037|air pollution|owl:equivalentClass|OEO:00000055|air pollution|
|ENVO:02500036|environmental pollution|owl:equivalentClass|OEO:00000330|pollution|
|ENVO:02000125|transportation|owl:equivalentClass|OEO:00140003|transport|
|ENVO:02000091|coal|owl:equivalentClass|OEO:00000088|coal|
|ENVO:01001862|Solar radiation|owl:equivalentClass|OEO:00020038|solar radiation|
|ENVO:01001608|kerosene oil|owl:equivalentClass|OEO:00000246|kerosene|
|ENVO:01001445|usage of an environment for infrastructure and utilities|owl:equivalentClass|OEO:00140003|transport|
|ENVO:01001444|usage of an environment for transportation|owl:equivalentClass|OEO:00140003|transport|
|ENVO:01001211|stellar radiation|owl:equivalentClass|OEO:00020038|solar radiation|
|ENVO:01001154|volatile astrogeological material|owl:equivalentClass|OEO:00010011|volatility|
|ENVO:01001112|fossilization of organic material|owl:equivalentClass|OEO:00030002|fossil|
|ENVO:01001023|radiation|owl:equivalentClass|OEO:00020037|radiation|
|ENVO:01000793|atmospheric wind|owl:equivalentClass|OEO:00000043|wind|
|ENVO:01000792|mass gaseous flow|owl:equivalentClass|OEO:00000043|wind|
|ENVO:01000665|waste role|owl:equivalentClass|OEO:00000042|waste role|
|ENVO:01000610|motor|owl:equivalentClass|OEO:00010032|motor|
|ENVO:01000604|vehicle|owl:equivalentClass|OEO:00010023|vehicle|
|ENVO:01000560|charcoal|owl:equivalentClass|OEO:00000084|charcoal|
|ENVO:01000556|biogas|owl:equivalentClass|OEO:00000074|biogas|
|ENVO:01000552|natural gas|owl:equivalentClass|OEO:00000292|natural gas|
|ENVO:01000415|fine respirable suspended particulate matter|owl:equivalentClass|OEO:00010010|PM2.5|
|ENVO:01000405|respirable suspended particulate matter|owl:equivalentClass|OEO:00010009|PM10|
|ENVO:01000162|organ|owl:equivalentClass|OEO:00030022|organization|
|ENVO:01000060|particulate matter|owl:equivalentClass|OEO:00000318|particulate matter|
|ENVO:00005774|peat soil|owl:equivalentClass|OEO:00000320|peat|
|ENVO:00003903|aviation fuel|owl:equivalentClass|OEO:00000245|KeroseneTypeJetFuel|
|ENVO:00002984|petroleum|owl:equivalentClass|OEO:00000115|crude oil|
|ENVO:00002006|liquid water|owl:equivalentClass|OEO:00000441|water|
|ENVO:00002005|air|owl:equivalentClass|OEO:00000054|air|
"
1052,"request term ""freeze dried specimen""","msweetlove","open",1,"2020-12-18T10:11:20Z","I have a concrete example where soil was sampled underneath a mummified seal in Antarctica. I could not find an ENVO term to refer to this mummified seal. Something generalized like ""freeze dried specimen [EFO:0005121]"" from the Experimental Factor Ontology would do the trick.

Cheers,
Maxime"
1051,"definition of environmental system/environment","cmungall","open",0,"2020-12-16T19:11:11Z","The definition of environmental system could be improved, to be more useful to domain scientists:

https://www.ebi.ac.uk/ols/ontologies/envo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FENVO_01000254

Def: _A system which has the disposition to environ one or more material entities._ [ http://dx.doi.org/10.1186/2041-1480-4-43 ]

What does it mean to environ a material entity?

There is a comment that says:

_ In ENVO's alignment with the Basic Formal Ontology, this class is being considered as a subclass of a proposed BFO class ""system"". The relation ""environed_by"" is also under development. Roughly, a system which includes a material entity (at least partially) within its site and causally influences that entity may be considered to environ it. Following the completion of this alignment, this class' definition and the definitions of its subclasses will be revised._

In the > 7 years since this was written there is still no BFO system class, and there is no environed_by/environs relation in ENVO

(I added 'system' to RO as a placeholder, but so far ENVO is the only ontology to use this, and it confuses people to have classes in RO. We can consider adding to COB)

The referenced paper has more information:

_We propose that an environment (synonymous with an environmental system [ENVO_01000254]) is a certain sort of system which has the disposition to environ, that is to contain within its BFO:site [BFO_0000029] and causally integrate, some BFO:material entity. Examples of environments range from rainforests to gut lumens to the interiors of virally infected cells. As described below, the subclasses of environmental system will reference environment-types familiar to most biologists._

I think it would be useful to include the examples.

Note also there is a subclass ""ecosystem"" _An environmental system which includes both living and non-living components._

However, many of the direct subclasses of environmental system have both living and non-living components, so by this definition they should be moved under ecosystem?

![image](https://user-images.githubusercontent.com/50745/102382622-7cac5f80-3f7f-11eb-820f-c4e624d3936b.png)

![image](https://user-images.githubusercontent.com/50745/102386376-d9117e00-3f83-11eb-8acc-45a0c6ef847b.png)


I have a number of (non-disjoint) proposals:

Proposal 1: change definition

I propose the definition should exclude all abstract BFO terms (""material entity"", ""disposition""). It can still use technical terms an environmental scientist would understand.

Merriam Webster has a good definition:

_the complex of physical, chemical, and biotic factors (such as climate, soil, and living things) that act upon an organism or an ecological community and ultimately determine its form and survival_

To accommodate the planetary use case we can add a hedge that the complex is *capable* of acting on an organism/community

Adding this and making the definition more conformant with OBO, I propose:

_A combination of physical objects, materials, and living entities (or their parts)  that act upon an organism or an ecological community and ultimately determine its form and survival_

Proposal 2: rename back to 'environment'

Rename 'environmental system' back to 'environment', make it a direct subclass of material entity

potentially: deprecate 'system' from RO

Proposal 3: differentiate ecosystem from environment

I would make ecosystem part of environment. For example:

_The part of an environment consisting of living and non-living components linked via nutrient cycles and energy flows _ [ISBN:978-0-534-42066-6]

However, this is more complex and may be better served as a separate ticket, as it is also tied with the ecosystem vs biome distinction (https://docs.google.com/document/d/15gp6RyMZrYskRSDonB7y8kkw9E3a8wHuqcdRDt_blhU/edit#)"
1050,"request ENVO term for ""subglacial water""","msweetlove","open",0,"2020-12-14T09:27:53Z","I could not find a term to describe water under ice, e.g. in an ice-covered lake or seasonal sea ice. This is relevant for microbial and algal research, as the ice significantly reduces the light penetration in the water, but liquid water still allows many organisms to live in these conditions.
Subglacial lake (ENVO:03000120) is the closest match I found, but does not work as the waterbodies in my example can seasonally contain open liquid water."
1047,"request ENVO term for purified deionized water (e.g. milli q)","msweetlove","open",4,"2020-12-01T15:04:08Z","I would need an ENVO term that describes ""milli q water"" or equivalent (e.g. purified deionized water). Milli q water is highly purified and deionized water manufactured by Millipore Inc., and is often used in DNA or RNA extraction protocols. This is sometimes used in microbial studies to extract DNA from and see if any contamination occurred (thus the milli q water is such studies is seen as a potential environment for microorganisms). Closest match that I found is water (CHEBI:15377), although there exist different terms for other ""types"" of water (e.g. eutrophic and oligotrophic)."
1046,"Deprecate ENVO:alga replaced by PCO:alga excluding Cyanobacteria?","kaiiam","open",9,"2020-11-23T17:26:23Z","@ramonawalls in https://github.com/PopulationAndCommunityOntology/pco/issues/58 created the new term: [alga excluding Cyanobacteria](http://purl.obolibrary.org/obo/PCO_0000073) to replace envo: [alga](http://purl.obolibrary.org/obo/ENVO_02500019). Also xref https://github.com/EcologicalSemantics/ecocore/issues/100. 

Unless @pbuttigieg has any objections, should we precede to deprecate and replace by?"
1045,"Same identifier assigned to several term through `alt_id` ","althonos","open",3,"2020-11-19T12:37:09Z","Hi!

I noticed the current OBO release contains terms that have been given the same identifier (`ENVO:01000060`):
```ini
[Term]
id: ENVO:01000060
name: particulate matter
def: ""Particulate material is an environmental material which is composed of microscopic portions of solid or liquid material suspended in another environmental material."" []
subset: envoAtmo
subset: envoPolar
is_a: ENVO:00010483 ! environmental material
property_value: IAO:0000116 ""Subclasses should be assigned by inference."" xsd:string
```
and 
```ini
[Term]
id: ENVO:00000369
name: brine pool
alt_id: ENVO:01000060
def: ""MERGED DEFINITION:\nTARGET DEFINITION: A large area of brine on the ocean basin near cold seep vents which release methane into the water. These pools are concentrations of water havi..."" [https://en.wikipedia.org/wiki/Brine_pool]
subset: envoPolar
synonym: ""marine brine pool"" EXACT []
xref: https://en.wikipedia.org/wiki/Brine_pool
is_a: ENVO:01000044 ! marine pelagic feature
is_a: ENVO:01000617 ! lentic water body
is_a: ENVO:01001308 ! hydroform
relationship: BFO:0000050 ENVO:00000015 ! part of ocean
```

The second one really looks unsound, and I don't think the `alt_id` is coherent here. 
"
1044,"Document requirements and usage of ENVO for earth-specific vs interplanetary use cases","cmungall","open",1,"2020-11-18T21:53:58Z","ENVO was originally designed for earth-based microbiome sample metadata and is being generalized for broader use cases, including those that are not-earth bound.

Generalizing ENVO to interplanetary use cases will have impacts on its usability for earth-based use cases. There are examples in various tickets, e.g #1034. I will add more to this ticket later.

In many ways this is analogous to the species-specific vs species-neutral anatomy ontology scenario that we have >10 years experience with (and >20 for GO). We have various techniques for dealing with this that can be applied (e.g. taxon-GCIs => planetary GCIs TODO add link). But the situation still involves compromise and things are often left unsatisfactory.

Sometimes it's necessary to have specific ontologies synchronized with the general one. This should not be off the table for ENVO. Although a complicating factor here is that there is already considerable uptake of ENVO for earth use cases (e.g microbiome) and managing a transition will be hard. But we should consider all options.

Stub ticket, will fill out later"
1042,"Correct part relation in Grain of Sand and in Sand","Garybc","open",3,"2020-11-18T20:34:37Z","We should say as an axiom that Grain of Sand is ""part of some sand""  And for Sand (http://purl.obolibrary.org/obo/ENVO_01000017) we should say has some part grain of sand."
1041,"NASA is using ENVO and other OBO foundry terms for definitions of terms","rduerr","open",8,"2020-11-18T19:12:45Z","Primarily in documents about their United Metadata Model (UMM) which is used in their Common Metadata Repository (CMR)..  See https://wiki.earthdata.nasa.gov/download/attachments/49448405/EED2-TP-039_Rev03_UMM-Var.docx?version=1&modificationDate=1597956196634&api=v2"
1040,"WIP: methane bubbles and emissions","cmungall","open",1,"2020-11-18T09:16:39Z","This is a WIP. More details will be added﻿
"
1039,"design patterns for emission processes","cmungall","open",1,"2020-11-18T09:15:35Z","http://purl.obolibrary.org/obo/ENVO_01000742 carbon-bearing gas emission process
 SubClassOf has quality some quality of a gas and has output some (has part some carbon atom)

this is cryptically incoherent - a process cannot have the quality of a gas

http://purl.obolibrary.org/obo/ENVO_01000769 carbon dioxide emission process

SubClassOf

has output some (
    carbon dioxide and
    has quality some quality of a gas)

This is dubious - individual chemical entities do not have qualities such as being a gas

In the release of ENVO we have methane and carbon-bearing emission as siblings:

![image](https://user-images.githubusercontent.com/50745/99509719-ff1f1080-293a-11eb-943b-33095df31ffe.png)

by the definition of CB, methane should be a subclass - but the axiomatization is too opaque/inconsistent for the reasoner to determine this

as usual, I suggest a simpler design pattern, with no nesting. emission processes and environmental transfer process in general should avoid complex nested classes with chebi. use either plain chebi classes, or plain environmental materials (e.g subclasses of gas)

E.g. X emission = MTP and results-in-transport-of some X and has-end-location some atmosphere"
1037,"high atmospheric level: Expand subClassOf A and B to two subClassOf axioms","cmungall","open",2,"2020-11-09T01:28:57Z","http://purl.obolibrary.org/obo/ENVO_03520002 high atmospheric level:

SubClassOf:
(('adjacent to' some stratosphere) and ('adjacent to' some 'middle atmospheric level')) and ('part of' some troposphere)

This should be split into 3 axioms:

 * SubClassOf 'adjacent to' some stratosphere
 * SubClassOf 'adjacent to' some 'middle atmospheric level'
 * SubClassOf 'part of' some troposphere

Why?

1. it's simpler

2. by following standard structural patterns you get more from all ontology tools

E.g OLS doesn't show troposphere as having any parts

![image](https://user-images.githubusercontent.com/50745/98490773-6de7c580-21e7-11eb-9598-75161e47d409.png)

also OLS doesn't show HAL in related from:

![image](https://user-images.githubusercontent.com/50745/98490816-996ab000-21e7-11eb-99dc-7820b93dfb09.png)

It could be argued this is a limitation of the OLS, and the OLS should run robot relax first... but OLS is in fact one of the most advanced tools and if it gets thrown, others will too, and we should meet tools where they are at

3. it's simpler 

4. there is a false precision in the nesting `((a and b) and c)` but in fact this is the same as `a and b and c`

5. it's simpler

@matentzn will there be an ODK check to determine if axioms are in standard/simplified structural form?
"
"issue","title","creator","state","comments","created","body"
